@relation 'training_classifier: -C 6'

@attribute GANSWER2 {0,1}
@attribute QANSWER {0,1}
@attribute QASystem {0,1}
@attribute TeBaQA {0,1}
@attribute QAKIS {0,1}
@attribute AskNow {0,1}
@attribute CC numeric
@attribute CD numeric
@attribute DT numeric
@attribute EX numeric
@attribute FW numeric
@attribute IN numeric
@attribute JJ numeric
@attribute JJR numeric
@attribute JJS numeric
@attribute LS numeric
@attribute MD numeric
@attribute NN numeric
@attribute NNS numeric
@attribute NNP numeric
@attribute NNPS numeric
@attribute PDT numeric
@attribute POS numeric
@attribute PRP numeric
@attribute PRP$ numeric
@attribute RB numeric
@attribute RBR numeric
@attribute RBS numeric
@attribute RP numeric
@attribute SYM numeric
@attribute TO numeric
@attribute UH numeric
@attribute VB numeric
@attribute VBD numeric
@attribute VBG numeric
@attribute VBN numeric
@attribute VBP numeric
@attribute VBZ numeric
@attribute WDT numeric
@attribute WP numeric
@attribute WP$ numeric
@attribute WRB numeric
@attribute nsubj numeric
@attribute iobj numeric
@attribute dobj numeric
@attribute csubj numeric
@attribute xcomp numeric
@attribute advcl numeric
@attribute nmod numeric
@attribute nummod numeric
@attribute appos numeric
@attribute acl numeric
@attribute amod numeric
@attribute det numeric
@attribute neg numeric
@attribute compound numeric
@attribute case numeric
@attribute advmod numeric
@attribute root numeric
@attribute punct numeric
@attribute Comparative {Comparative,NoComparative}
@attribute Location {Location,NoLocation}
@attribute Person {Person,NoPerson}

@data
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,NoComparative,NoLocation,Person
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,NoComparative,NoLocation,NoPerson
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,NoComparative,Location,NoPerson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,NoComparative,NoLocation,Person
1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,1,1,NoComparative,Location,NoPerson
0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,1,1,NoComparative,Location,NoPerson
0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,1,NoComparative,NoLocation,NoPerson
0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,1,1,NoComparative,Location,NoPerson
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,NoComparative,NoLocation,NoPerson
0,0,0,0,0,0,0,1,2,0,0,3,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,2,0,1,3,0,1,1,NoComparative,Location,NoPerson
0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,2,0,0,2,0,1,1,NoComparative,Location,NoPerson
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NoComparative,NoLocation,Person
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,NoComparative,NoLocation,NoPerson
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,NoComparative,NoLocation,Person
0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,2,0,1,1,NoComparative,NoLocation,NoPerson
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,NoComparative,NoLocation,NoPerson
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,NoComparative,NoLocation,NoPerson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,NoComparative,NoLocation,Person
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NoComparative,Location,NoPerson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NoComparative,NoLocation,Person
1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,2,0,1,1,NoComparative,Location,NoPerson
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,NoComparative,Location,NoPerson
0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0,0,2,0,1,1,NoComparative,NoLocation,NoPerson
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,NoComparative,NoLocation,NoPerson
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,NoComparative,NoLocation,NoPerson
1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,NoComparative,Location,NoPerson
1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,NoComparative,NoLocation,NoPerson
0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0,2,2,0,1,1,NoComparative,NoLocation,NoPerson
1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,NoComparative,NoLocation,Person
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,NoComparative,NoLocation,Person
