congress man	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Congressman> . }
disease	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Disease> . }
illness	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Disease> . }
sickness	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Disease> . }
senator	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Senator> . }
gnetophyte	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Gnetophytes> . }
airplane	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Aircraft> . }
aircraft	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Aircraft> . }
plane	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Aircraft> . }
monarch	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Monarch> . }
election	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Election> . }
chancellor	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Chancellor> . }
music genre	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MusicGenre> . }
first name	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/GivenName> . }
given name	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/GivenName> . }
episode	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionEpisode> . }
television episode	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionEpisode> . }
TV episode	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionEpisode> . }
polo league	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PoloLeague> . }
American Football league	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballLeague> . }
paintball league	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PaintballLeague> . }
snooker champ	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SnookerChamp> . }
pope	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Pope> . }
legislature	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Legislature> . }
brain	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Brain> . }
human gene location	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/HumanGeneLocation> . }
Australian rules football player	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AustralianRulesFootballPlayer> . }
hospital	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Hospital> . }
infirmary	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Hospital> . }
trade union	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TradeUnion> . }
labor union	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TradeUnion> . }
musician	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MusicalArtist> . }
video game	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/VideoGame> . }
playmate	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PlayboyPlaymate> . }
playboy playmate	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PlayboyPlaymate> . }
character	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FictionalCharacter> . }
fictional character	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FictionalCharacter> . }
shellfish	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Crustacean> . }
crustacean	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Crustacean> . }
comics character	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ComicsCharacter> . }
movie	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . }
film	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . }
asteroid	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Asteroid> . }
rocket	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Rocket> . }
wrestling event	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/WrestlingEvent> . }
NASCAR driver	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/NascarDriver> . }
American Football team	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballTeam> . }
Polish king	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PolishKing> . }
MMA league	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MixedMartialArtsLeague> . }
martial arts league	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MixedMartialArtsLeague> . }
mixed martial arts league	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MixedMartialArtsLeague> . }
journalist	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Journalist> . }
airline	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Airline> . }
airline	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Airline> . }
restaurant	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Restaurant> . }
generating station	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PowerStation> . }
power station	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PowerStation> . }
power plant	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PowerStation> . }
electricity station	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PowerStation> . }
generating plant	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PowerStation> . }
mollusc	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Mollusca> . }
convention	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Convention> . }
throw left	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/throwingSide> <http://schema.org/Left> . }
throw left handed	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/throwingSide> <http://schema.org/Left> . }
open source	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/license> <http://schema.org/Open_source> . }
open source	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/license> <http://schema.org/Open_source> . }
clerical order	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ClericalOrder> . }
man	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/gender> <http://schema.org/Male> . }
governor	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/leaderTitle> <http://schema.org/Governor> . }
castle	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Castle> . }
Muslim	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#Muslim1 . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#Muslim2 . }
Muslim	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#Muslim1 . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#Muslim2 . }
Muslim	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#Muslim1 . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#Muslim2 . }
Hindu	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/religion> <http://schema.org/Hinduism> . }
Hindu	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/religion> <http://schema.org/Hinduism> . }
Hindu	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/religion> <http://schema.org/Hinduism> . }
body builder	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BodyBuilder> . }
Cantonese	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/language> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Cantonese_language> . }
Cantonese	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/language> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Cantonese_language> . }
water board	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/DistrictWaterBoard> . }
district water board	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/DistrictWaterBoard> . }
member of the European parliament	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/office> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#MemberoftheEuropeanParliament> . }
poet	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://dbpedia.org/ontology/Person . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#professionPoet . }
historical period	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/HistoricalPeriod> . }
woman	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/gender> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Female> . }
sportswoman	?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://dbpedia.org/ontology/Athlete . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#Female .
Polish	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/language> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Polish_language> . }
Polish	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/language> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Polish_language> . }
blazon	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Blazon> . }
meter	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/metre> . }
m	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/metre> . }
gram per kilometer	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/gramPerKilometre> . }
vulnerable	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/conservationStatus> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#VU> . }
vulnerable	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/conservationStatus> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#VU> . }
mill	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Mill> . }
skater	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Skater> . }
camera	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Camera> . }
surfer	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://dbpedia.org/ontology/Person . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#professionSurfing . }
surfer	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://dbpedia.org/ontology/Person . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#professionSurfing . }
class C	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/broadcastStationClass> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#C> . }
class C	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/broadcastStationClass> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#C> . }
Catholic	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionCatholic . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionCatholicChurch . }
Catholic	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionCatholic . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionCatholicChurch . }
Catholic	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionCatholic . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionCatholicChurch . }
inhabitant per square kilometer	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/inhabitantsPerSquareKilometre> . }
Protestant	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://dbpedia.org/ontology/Person . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionProtestantism . }
Protestant	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://dbpedia.org/ontology/Person . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionProtestantism . }
Protestant	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://dbpedia.org/ontology/Person . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionProtestantism . }
Danish	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/language> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Danish_language> . }
Danish	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/language> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Danish_language> . }
kg	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/kilogram> . }
kilogram	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/kilogram> . }
medician	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Medician> . }
straight-four	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/configuration> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#straight_four> . }
straight-four	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/configuration> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#straight_four> . }
actress	?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://dbpedia.org/ontology/Actor . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#Female .
manager	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SportsManager> . }
sports manager	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SportsManager> . }
active	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/status> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Active> . }
active	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/status> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Active> . }
municipality	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Municipality> . }
department	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Department> . }
Russian	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/language> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Russian_language> . }
Russian	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/language> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Russian_language> . }
table tennis player	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TableTennisPlayer> . }
train	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Train> . }
race horse	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/RaceHorse> . }
wind motor	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/WindMotor> . }
Russian	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/nationality> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Russia> . }
Russian	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/nationality> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Russia> . }
Russian	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/nationality> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Russia> . }
manhua	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Manhua> . }
intercommunality	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Intercommunality> . }
USAmerican	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/nationality> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#United_States> . }
USAmerican	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/nationality> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#United_States> . }
US American	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/nationality> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#United_States> . }
British	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#British1 . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#British2 . }
British	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#British1 . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#British2 . }
teacher	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://dbpedia.org/ontology/Person . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#professionTeacher . }
throw right handed	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/throwingSide> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Right> . }
throw right	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/throwingSide> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Right> . }
memorial	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Memorial> . }
digital camera	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/DigitalCamera> . }
kilowatt	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/kilowatt> . }
kw	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/kilowatt> . }
racing driver	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/RacingDriver> . }
race driver	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/RacingDriver> . }
professor	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Professor> . }
sumo wrestler	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SumoWrestler> . }
station wagon	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/bodyStyle> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Station_wagon> . }
manhwa	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Manhwa> . }
abbey	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Abbey> . }
sun	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Star> . }
star	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Star> . }
cultivated variety	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/CultivatedVariety> . }
cultivar	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/CultivatedVariety> . }
clerical administrative region	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ClericalAdministrativeRegion> . }
installment	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Installment> . }
information appliance	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/InformationAppliance> . }
darts player	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/DartsPlayer> . }
Albanian	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/language> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Albanian_language> . }
Albanian	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/language> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Albanian_language> . }
sculptor	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Sculptor> . }
Indian	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/nationality> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Indian> . }
Indian	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/nationality> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Indian> . }
Indian	SELECT ?x WHERE { ?x <http://dbpedia.org/ontology/nationality> <http://github.com/cunger/lemon.dbpedia/target/dbpedia_en_13#Indian> . }
unit of work	SELECT ?x WHERE { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/UnitOfWork> . }
Christian	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionChristian . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionChristianity . }
Christian	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionChristian . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionChristianity . }
Christian	{ ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionChristian . } UNION { ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#religionChristianity . }
